AMC,Code,Scheme Name,Scheme Type,Scheme Category,Scheme NAV Name,Scheme Minimum Amount,Launch Date, Closure Date,ISIN Div Payout/ ISIN GrowthISIN Div Reinvestment
Bank of India Investment Managers Private Limited,111717,BANK OF INDIA CONSERVATIVE HYBRID FUND,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Monthly IDCW,10000,28-Jan-2009,24-Feb-2009,INF761K01413INF761K01405
Bank of India Investment Managers Private Limited,111718,BANK OF INDIA CONSERVATIVE HYBRID FUND,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,10000,28-Jan-2009,24-Feb-2009,INF761K01439INF761K01421
Bank of India Investment Managers Private Limited,119393,BANK OF INDIA CONSERVATIVE HYBRID FUND,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA Conservative Hybrid Fund Fund-Direct Plan-Growth,10000,28-Jan-2009,24-Feb-2009,INF761K01819
Bank of India Investment Managers Private Limited,119394,BANK OF INDIA CONSERVATIVE HYBRID FUND,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA Conservative Hybrid Fund-Direct Plan-Monthly IDCW,10000,28-Jan-2009,24-Feb-2009,INF761K01835INF761K01827
Bank of India Investment Managers Private Limited,119395,BANK OF INDIA CONSERVATIVE HYBRID FUND,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA Conservative Hybrid  Fund-Direct Plan-Quarterly IDCW,10000,28-Jan-2009,24-Feb-2009,INF761K01850INF761K01843
Bank of India Investment Managers Private Limited,119396,BANK OF INDIA CONSERVATIVE HYBRID FUND,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA Conservative Hybrid Fund-Direct Plan-Annual IDCW,10000,28-Jan-2009,24-Feb-2009,INF761K01793INF761K01801
Nippon Life India Asset Management Limited,111743,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,Nippon India Low Duration Fund - Retail Plan - Growth Plan -Bonus Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01EO1
Nippon Life India Asset Management Limited,111744,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,NIPPON INDIA LOW DURATION FUND - RETAIL Plan - DAILY IDCW Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01EP8
Nippon Life India Asset Management Limited,111745,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,NIPPON INDIA LOW DURATION FUND - RETAIL Plan - WEEKLY IDCW Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01OP7INF204K01EQ6
Nippon Life India Asset Management Limited,111746,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,Nippon India Low Duration Fund -Growth Plan -Bonus Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01EW4
Nippon Life India Asset Management Limited,111747,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,NIPPON INDIA LOW DURATION FUND - DAILY IDCW Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01EX2
Nippon Life India Asset Management Limited,111748,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,Nippon India Low Duration Fund - Retail Plan - Growth Plan - Growth Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01EN3
Nippon Life India Asset Management Limited,125264,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,NIPPON INDIA LOW DURATION FUND - DIRECT Plan - IDCW Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204KA1EK7INF204KA1EL5
Nippon Life India Asset Management Limited,125265,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,NIPPON INDIA LOW DURATION FUND - IDCW Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204KA1EI1INF204KA1EJ9
Nippon Life India Asset Management Limited,118702,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,Nippon India Low Duration Fund - Direct Plan Growth Plan - Bonus Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01G03
Nippon Life India Asset Management Limited,118703,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,NIPPON INDIA LOW DURATION FUND - DIRECT Plan - DAILY IDCW Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01ZV1
Nippon Life India Asset Management Limited,118704,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,NIPPON INDIA LOW DURATION FUND - DIRECT Plan - MONTHLY IDCW Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01ZX7INF204K01ZY5
Nippon Life India Asset Management Limited,118705,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,NIPPON INDIA LOW DURATION FUND - DIRECT Plan - QUARTERLY IDCW Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01ZZ2INF204K01A09
Nippon Life India Asset Management Limited,118706,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,NIPPON INDIA LOW DURATION FUND - DIRECT Plan - WEEKLY IDCW Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01A17
Nippon Life India Asset Management Limited,118709,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,Nippon India Low Duration Fund - Direct Plan Growth Plan - Growth Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01ZU3
Nippon Life India Asset Management Limited,111749,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,NIPPON INDIA LOW DURATION FUND - MONTHLY IDCW Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01EZ7INF204K01FA7
Nippon Life India Asset Management Limited,111750,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,NIPPON INDIA LOW DURATION FUND - QUARTERLY IDCW Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01FB5INF204K01FC3
Nippon Life India Asset Management Limited,111751,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,NIPPON INDIA LOW DURATION FUND - RETAIL Plan - MONTHLY IDCW Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01ER4INF204K01ES2
Nippon Life India Asset Management Limited,111752,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,NIPPON INDIA LOW DURATION FUND - RETAIL Plan - QUARTERLY IDCW Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01ET0INF204K01EU8
Nippon Life India Asset Management Limited,111753,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,Nippon India Low Duration Fund- Growth Plan - Growth Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01EV6
Nippon Life India Asset Management Limited,111754,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,NIPPON INDIA LOW DURATION FUND - WEEKLY IDCW Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01OO0INF204K01EY0
Taurus Asset Management Company Limited,111787,Taurus Ethical Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Taurus Ethical Fund - Regular Plan - Growth,Rs. 5000 and in multiples of Re 1 thereafter,19-Feb-2009,20-Mar-2009,INF044D01864
Taurus Asset Management Company Limited,111788,Taurus Ethical Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Taurus Ethical Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,Rs. 5000 and in multiples of Re 1 thereafter,19-Feb-2009,20-Mar-2009,INF044D01831INF044D01849
Taurus Asset Management Company Limited,111903,Taurus Ethical Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Taurus Ethical Fund -  Regular Plan - Bonus Option,Rs. 5000 and in multiples of Re 1 thereafter,19-Feb-2009,20-Mar-2009,INF044D01823
Taurus Asset Management Company Limited,118876,Taurus Ethical Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Taurus Ethical Fund - Direct Plan - Growth,Rs. 5000 and in multiples of Re 1 thereafter,19-Feb-2009,20-Mar-2009,INF044D01CJ0
Taurus Asset Management Company Limited,118877,Taurus Ethical Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Taurus Ethical Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,Rs. 5000 and in multiples of Re 1 thereafter,19-Feb-2009,20-Mar-2009,INF044D01CK8INF044D01CL6
Taurus Asset Management Company Limited,118878,Taurus Ethical Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Taurus Ethical Fund-Direct Plan-Bonus Option #,Rs. 5000 and in multiples of Re 1 thereafter,19-Feb-2009,20-Mar-2009,INF044D01CM4
Aditya Birla Sun Life AMC Limited,111803,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan - Growth - Regular Plan,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209K01603
Aditya Birla Sun Life AMC Limited,111804,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan - Institutional - Growth Plan,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209K01660
Aditya Birla Sun Life AMC Limited,111809,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan - REGULAR - Quarterly IDCW,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209K01637INF209KB1OJ2
Aditya Birla Sun Life AMC Limited,111811,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan - REGULAR - HALFYEARLY IDCW,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209K01595INF209K01CZ0
Aditya Birla Sun Life AMC Limited,111812,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan - Regular - IDCW,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209K01611INF209K01DA1
Aditya Birla Sun Life AMC Limited,119538,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan - Direct - IDCW,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209KA1KO1
Aditya Birla Sun Life AMC Limited,119539,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan - Growth - Direct Plan,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209K01XA9
Aditya Birla Sun Life AMC Limited,119540,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan - DIRECT - HALF YEARLY IDCW,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209KA1KN3
Aditya Birla Sun Life AMC Limited,119541,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan - DIRECT - Quarterly IDCW,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209KA1KP8
Canara Robeco Asset Management Company Limited,111881,Canara Robeco Short Term Fund,Open Ended,Income,Canara Robeco Short Term Fund- Institutional Plan - Dividend Reinvestment,Regular Plan-Rs.5000,23-Mar-2009,25-Mar-2009,
Canara Robeco Asset Management Company Limited,111884,Canara Robeco Short Term Fund,Open Ended,Income,Canara Robeco Short Term Fund- Retail Plan - Dividend Reinvestment,Regular Plan-Rs.5000,23-Mar-2009,25-Mar-2009,
Edelweiss Asset Management Limited,111935,Edelweiss Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,Edelweiss Large Cap Fund -Plan B - Growth option,Rs 1000/- & multiples of Re.1/- thereafter,04-May-2009,08-May-2009,INF754K01087
Edelweiss Asset Management Limited,111936,Edelweiss Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,Edelweiss Large Cap Fund - Regular Plan - IDCW Option,Rs 1000/- & multiples of Re.1/- thereafter,04-May-2009,08-May-2009,INF754K01012INF754K01020
Edelweiss Asset Management Limited,111937,Edelweiss Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,Edelweiss Large Cap Fund -Plan C - Growth option,Rs 1000/- & multiples of Re.1/- thereafter,04-May-2009,08-May-2009,INF754K01129
Edelweiss Asset Management Limited,111938,Edelweiss Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,Edelweiss Large Cap Fund - Plan B - IDCW Option,Rs 1000/- & multiples of Re.1/- thereafter,04-May-2009,08-May-2009,INF754K01053INF754K01061
Edelweiss Asset Management Limited,111939,Edelweiss Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,Edelweiss Large Cap Fund - Plan C - IDCW Option,Rs 1000/- & multiples of Re.1/- thereafter,04-May-2009,08-May-2009,INF754K01095INF754K01103
Edelweiss Asset Management Limited,111940,Edelweiss Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,Edelweiss Large Cap Fund - Regular Plan - Growth Option,Rs 1000/- & multiples of Re.1/- thereafter,04-May-2009,08-May-2009,INF754K01046
Edelweiss Asset Management Limited,118616,Edelweiss Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,Edelweiss Large Cap Fund - Direct Plan - IDCW Option,Rs 1000/- & multiples of Re.1/- thereafter,04-May-2009,08-May-2009,INF754K01BT0INF754K01BU8
Edelweiss Asset Management Limited,118617,Edelweiss Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,Edelweiss Large Cap Fund - Direct Plan-Growth option,Rs 1000/- & multiples of Re.1/- thereafter,04-May-2009,08-May-2009,INF754K01BW4
SBI Funds Management Limited,111954,SBI Gold ETF,Open Ended,Other Scheme - Gold ETF,SBI Gold ETF,5000,30-Mar-2009,,INF200KA16D8
ICICI Prudential Asset Management Company Limited,111957,ICICI Prudential Focused Equity Fund,Open Ended,Equity Scheme - Focused Fund,ICICI Prudential Focused Equity Fund - Growth,Rs. 5000/- (plus in multiple of Re. 1/-),15-Apr-2009,14-May-2009,INF109K01BZ4
ICICI Prudential Asset Management Company Limited,111958,ICICI Prudential Focused Equity Fund,Open Ended,Equity Scheme - Focused Fund,ICICI Prudential Focused Equity Fund - IDCW,Rs. 5000/- (plus in multiple of Re. 1/-),15-Apr-2009,14-May-2009,INF109K01FM3INF109K01CA5
ICICI Prudential Asset Management Company Limited,111960,ICICI Prudential Focused Equity Fund,Open Ended,Equity Scheme - Focused Fund,ICICI Prudential Target Returns Fund - Retail Growth,Rs. 5000/- (plus in multiple of Re. 1/-),15-Apr-2009,14-May-2009,
ICICI Prudential Asset Management Company Limited,120722,ICICI Prudential Focused Equity Fund,Open Ended,Equity Scheme - Focused Fund,ICICI Prudential Focused Equity Fund - Direct Plan - Growth,Rs. 5000/- (plus in multiple of Re. 1/-),15-Apr-2009,14-May-2009,INF109K018N2
ICICI Prudential Asset Management Company Limited,120723,ICICI Prudential Focused Equity Fund,Open Ended,Equity Scheme - Focused Fund,ICICI Prudential Focused Equity Fund - Direct Plan - IDCW,Rs. 5000/- (plus in multiple of Re. 1/-),15-Apr-2009,14-May-2009,INF109K016N6INF109K017N4
Canara Robeco Asset Management Company Limited,111962,Canara Robeco Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,CANARA ROBECO DYNAMIC BOND FUND - REGULAR PLAN - GROWTH OPTION,Regular Plan-Rs.5000,04-May-2009,20-May-2009,INF760K01449
Canara Robeco Asset Management Company Limited,111963,Canara Robeco Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,CANARA ROBECO DYNAMIC BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),Regular Plan-Rs.5000,04-May-2009,20-May-2009,INF760K01423INF760K01431
Canara Robeco Asset Management Company Limited,118283,Canara Robeco Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),Regular Plan-Rs.5000,04-May-2009,20-May-2009,INF760K01EA1INF760K01EB9
Canara Robeco Asset Management Company Limited,118284,Canara Robeco Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - GROWTH OPTION,Regular Plan-Rs.5000,04-May-2009,20-May-2009,INF760K01EC7
ICICI Prudential Asset Management Company Limited,111972,ICICI Prudential Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund Retail Growth,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,,INF109K01CE7
ICICI Prudential Asset Management Company Limited,111976,ICICI Prudential Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund Retail Daily Dividend,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,,INF109K01CF4
ICICI Prudential Asset Management Company Limited,111977,ICICI Prudential Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund Retail Weekly Dividend,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,,INF109K01SE3INF109K01CG2
ICICI Prudential Asset Management Company Limited,111978,ICICI Prudential Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,,INF109K01SF0INF109K01CH0
ICICI Prudential Asset Management Company Limited,111979,ICICI Prudential Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund Retail Monthly Dividend,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,,INF109K01QM0INF109K01CI8
ICICI Prudential Asset Management Company Limited,111980,ICICI Prudential Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,,INF109K01FQ4INF109K01CJ6
ICICI Prudential Asset Management Company Limited,120696,ICICI Prudential Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,,INF109K014B6INF109K015B3
ICICI Prudential Asset Management Company Limited,120697,ICICI Prudential Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,,INF109K017B9INF109K018B7
ICICI Prudential Asset Management Company Limited,130947,ICICI Prudential Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund - Bonus,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,,INF109KA1I84
ICICI Prudential Asset Management Company Limited,131151,ICICI Prudential Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,,INF109KA1N12INF109KA1N04
ICICI Prudential Asset Management Company Limited,131152,ICICI Prudential Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,,INF109KA1N38INF109KA1N20
ICICI Prudential Asset Management Company Limited,111991,ICICI Prudential Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund - Monthly IDCW,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,,INF109K01SK0INF109K01CT5
ICICI Prudential Asset Management Company Limited,111992,ICICI Prudential Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund -Quarterly IDCW,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,,INF109K01SN4INF109K01SO2
ICICI Prudential Asset Management Company Limited,120692,ICICI Prudential Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,,INF109K016B1
ICICI Prudential Asset Management Company Limited,120693,ICICI Prudential Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,,INF109K010C2INF109K011C0
ICICI Prudential Asset Management Company Limited,120694,ICICI Prudential Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,,INF109K019B5INF109K012C8
ICICI Prudential Asset Management Company Limited,120695,ICICI Prudential Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,,INF109K013B8
